Image Name,GPSAltitude,GPSLatitudeRef,GPSLongitudeRef,GPSLatitudeDegree,GPSLatitudeMinutes,GPSLatitudeSeconds,GPSLatitudeDecimal,GPSLongDegree,GPSLongMinutes,GPSLongSeconds,GPSLongitudeDecimal
DJI_0030.JPG,5.281,N,E,35.0,56.0,25.2502,35.940347277777775,14.0,20.0,14.9485,14.337485694444444
DJI_0115.JPG,5.219,N,E,35.0,56.0,24.5465,35.94015180555555,14.0,20.0,15.155,14.337543055555557
DJI_0243.JPG,87.349,N,E,35.0,54.0,8.3583,35.90232175,14.0,20.0,38.5136,14.344031555555556
